縣市名稱,測站名稱,經度,緯度,高度,創站日期(~截止日期),地址,下載網址1(不含日期),下載網址2(高度)
高雄市 (KaohsiungCity),內門 (Neimen),120.4667,22.9754,94m,2013/12/01~,高雄市內門區木柵里木柵3號（木柵國民小學）,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0V360&stname=%25E5%2585%25A7%25E9%2596%2580&datepicker=,&altitude=94m
高雄市 (KaohsiungCity),古亭坑 (Gutingkeng),120.4019,22.8931,74m,1992/05/01~,高雄市田寮區古亭里,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0V370&stname=%25E5%258F%25A4%25E4%25BA%25AD%25E5%259D%2591&datepicker=,&altitude=74m
高雄市 (KaohsiungCity),阿公店 (Agongdian),120.3555,22.8041,56m,2013/12/01~,高雄市燕巢區西燕里工程路1號（阿公店水庫內）,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0V400&stname=%25E9%2598%25BF%25E5%2585%25AC%25E5%25BA%2597&datepicker=,&altitude=56m
高雄市 (KaohsiungCity),阿蓮 (Alian),120.3275,22.8832,34m,2013/08/01~,高雄市阿蓮區阿蓮里民生路94號(阿蓮區公所),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0V530&stname=%25E9%2598%25BF%25E8%2593%25AE&datepicker=,&altitude=34m
高雄市 (KaohsiungCity),梓官 (Ziguan),120.2672,22.7605,22m,2013/10/01~,高雄市梓官區梓官路258號(梓官區公所),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0V610&stname=%25E6%25A2%2593%25E5%25AE%2598&datepicker=,&altitude=22m
高雄市 (KaohsiungCity),永安 (Yong'an),120.2368,22.8231,18m,2013/09/15~,高雄市永安區永安路32號(永安消防分隊),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0V620&stname=%25E6%25B0%25B8%25E5%25AE%2589&datepicker=,&altitude=18m
高雄市 (KaohsiungCity),茄萣 (Qieding),120.1826,22.9066,19m,2013/09/25~,高雄市茄萣區濱海路四段27號(茄萣區公所),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0V630&stname=%25E8%258C%2584%25E8%2590%25A3&datepicker=,&altitude=19m
高雄市 (KaohsiungCity),湖內 (Hunei),120.2445,22.8871,35m,2013/10/03~,高雄市湖內區中山路一段290之1號(湖街派出所),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0V640&stname=%25E6%25B9%2596%25E5%2585%25A7&datepicker=,&altitude=35m
高雄市 (KaohsiungCity),彌陀 (Mituo),120.2463,22.7838,28m,2013/09/26~,高雄市彌陀區中正北路7號(彌陀消防分隊),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0V650&stname=%25E5%25BD%258C%25E9%2599%2580&datepicker=,&altitude=28m
高雄市 (KaohsiungCity),岡山 (Gangshan),120.2949,22.7970,25m,2013/10/02~,高雄市岡山區岡山路341號(岡山地政事務所),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0V660&stname=%25E5%25B2%25A1%25E5%25B1%25B1&datepicker=,&altitude=25m
高雄市 (KaohsiungCity),仁武 (Renwu),120.3477,22.7010,40m,2013/08/16~,高雄市仁武區中正路133號(仁武區公所),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0V680&stname=%25E4%25BB%2581%25E6%25AD%25A6&datepicker=,&altitude=40m
高雄市 (KaohsiungCity),鼓山 (Gushan),120.2755,22.6233,30m,2013/09/29~,高雄市鼓山區臨海一路61-1號(鼓山消防分隊),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0V690&stname=%25E9%25BC%2593%25E5%25B1%25B1&datepicker=,&altitude=30m
高雄市 (KaohsiungCity),三民 (Sanmin),120.3112,22.6450,24m,2013/09/29~,高雄市三民區十全一路88號(十全消防分隊),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0V700&stname=%25E4%25B8%2589%25E6%25B0%2591&datepicker=,&altitude=24m
高雄市 (KaohsiungCity),苓雅 (LingYa),120.3306,22.6227,34m,2013/10/03~,高雄市苓雅區三多一路162號(苓雅消防分隊),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0V710&stname=%25E8%258B%2593%25E9%259B%2585&datepicker=,&altitude=34m
高雄市 (KaohsiungCity),林園 (Linyuan),120.3945,22.5077,15m,2013/06/13~,高雄市林園區林園北路179號(林園區公所),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0V720&stname=%25E6%259E%2597%25E5%259C%2592&datepicker=,&altitude=15m
高雄市 (KaohsiungCity),大寮 (Daliao),120.3957,22.6056,33m,2013/06/13~,高雄市大寮區鳳林三路492號(大寮區公所),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0V730&stname=%25E5%25A4%25A7%25E5%25AF%25AE&datepicker=,&altitude=33m
高雄市 (KaohsiungCity),旗山 (Qishan),120.4835,22.8886,60m,2013/05/17~,高雄市旗山區延平一路499號(旗山區公所),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0V740&stname=%25E6%2597%2597%25E5%25B1%25B1&datepicker=,&altitude=60m
高雄市 (KaohsiungCity),路竹 (Luzhu),120.2594,22.8549,50m,2013/09/24~,高雄市路竹區國昌路76號(路竹區公所),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0V750&stname=%25E8%25B7%25AF%25E7%25AB%25B9&datepicker=,&altitude=50m
高雄市 (KaohsiungCity),橋頭 (Qiaotou),120.3057,22.7578,30m,2013/08/30~,高雄市橋頭區隆豐路1號(橋頭區公所),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0V760&stname=%25E6%25A9%258B%25E9%25A0%25AD&datepicker=,&altitude=30m
高雄市 (KaohsiungCity),大社 (Dashe),120.3466,22.7303,26m,2013/09/18~,高雄市大社區自強街1號(大社區公所),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0V770&stname=%25E5%25A4%25A7%25E7%25A4%25BE&datepicker=,&altitude=26m
高雄市 (KaohsiungCity),萬山 (Wanshan),120.6880,22.9059,410m,2013/10/22~,高雄市茂林區萬山段710地號,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0V790&stname=%25E8%2590%25AC%25E5%25B1%25B1&datepicker=,&altitude=410m
高雄市 (KaohsiungCity),六龜 (Liugui),120.6335,22.9978,256m,2013/10/09~,高雄市六龜區民治路9號(六龜消防隊),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0V800&stname=%25E5%2585%25AD%25E9%25BE%259C&datepicker=,&altitude=256m
高雄市 (KaohsiungCity),左營 (Zuoying),120.2849,22.6749,32m,2015/09/09~,高雄市左營區左營大路1號(高雄市立海青高級工商職業學校資訊大樓樓頂),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0V810&stname=%25E5%25B7%25A6%25E7%2587%259F&datepicker=,&altitude=32m
高雄市 (KaohsiungCity),小林 (Xiaolin),120.6332,23.1484,441m,2018/12/20~,高雄市甲仙區五里路24-2號（小林國小）,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0V820&stname=%25E5%25B0%258F%25E6%259E%2597&datepicker=,&altitude=441m
高雄市 (KaohsiungCity),鳳鼻頭 (Fongbitou),120.3591,22.5083,35m,2022/12/26~,高雄市小港區南星路107號,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0V840&stname=%25E9%25B3%25B3%25E9%25BC%25BB%25E9%25A0%25AD&datepicker=,&altitude=35m
高雄市 (KaohsiungCity),蚵仔寮 (Kezailiao),120.2527,22.7256,22m,2022/12/26~,高雄市梓官區信蚵里廣澤路100號,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0V850&stname=%25E8%259A%25B5%25E4%25BB%2594%25E5%25AF%25AE&datepicker=,&altitude=22m
高雄市 (KaohsiungCity),南寮 (Nanliao),120.2339,22.7616,10m,2022/12/26~,高雄市彌陀區南寮里漁港1街62號,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0V860&stname=%25E5%258D%2597%25E5%25AF%25AE&datepicker=,&altitude=10m
高雄市 (KaohsiungCity),文安 (Wunan),120.2164,22.8025,23m,2022/12/26~,高雄市彌陀區舊港橫路87號,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0V870&stname=%25E6%2596%2587%25E5%25AE%2589&datepicker=,&altitude=23m
高雄市 (KaohsiungCity),興達 (Singda),120.2127,22.8778,19m,2022/12/26~,高雄市茄萣區順漁路100號,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0V880&stname=%25E8%2588%2588%25E9%2581%2594&datepicker=,&altitude=19m
高雄市 (KaohsiungCity),前鎮 (Chian Jhen),120.3112,22.5722,25m,2022/12/26~,高雄市前鎮區漁港北二路5號,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0V890&stname=%25E5%2589%258D%25E9%258E%25AE&datepicker=,&altitude=25m
高雄市 (KaohsiungCity),汕尾 (Shanwei),120.4151,22.4782,6m,2022/12/26~,高雄市林園區,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0V900&stname=%25E6%25B1%2595%25E5%25B0%25BE&datepicker=,&altitude=6m
高雄市 (KaohsiungCity),鳳山 (Fengshan),120.3561,22.6466,27m,2013/12/01~,高雄市鳳山區文山路園藝巷4號（鳳山熱帶園藝試驗分所）,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0V440&stname=%25E9%25B3%25B3%25E5%25B1%25B1&datepicker=,&altitude=27m
高雄市 (KaohsiungCity),鳳森 (Fengsen),120.3925,22.5450,51m,2013/12/01~,高雄市小港區水庫段96-1地號（鳳山給水廠內）,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0V450&stname=%25E9%25B3%25B3%25E6%25A3%25AE&datepicker=,&altitude=51m
高雄市 (KaohsiungCity),新興 (Sinsing),120.2988,22.6274,20m,2009/10/13~,高雄市新興區大同一路231號(大同國小內5樓頂),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0V490&stname=%25E6%2596%25B0%25E8%2588%2588&datepicker=,&altitude=20m
高雄市 (KaohsiungCity),達卡努瓦 (Dakanuwa),120.7053,23.2798,1040m,1992/01/21~,高雄市那瑪夏區達卡努瓦里,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1V160&stname=%25E9%2581%2594%25E5%258D%25A1%25E5%258A%25AA%25E7%2593%25A6&datepicker=,&altitude=1040m
高雄市 (KaohsiungCity),排雲 (Paiyun),120.9541,23.4636,3690m,1992/02/01~,高雄市桃源區排雲山莊往南峰方向步行約6小時(登山口-8.5k排雲山莊-1.5k測站),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1V170&stname=%25E6%258E%2592%25E9%259B%25B2&datepicker=,&altitude=3690m
高雄市 (KaohsiungCity),南天池 (Nantianchi),120.9117,23.2740,2700m,1992/01/21~,高雄市桃源區長春祠旁之步道步行約50分鐘,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1V190&stname=%25E5%258D%2597%25E5%25A4%25A9%25E6%25B1%25A0&datepicker=,&altitude=2700m
高雄市 (KaohsiungCity),梅山 (Meishan),120.8235,23.2684,870m,1992/01/21~,高雄市桃源區梅山里(梅山口遊客中心旁道路步行約10分鐘),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1V200&stname=%25E6%25A2%2585%25E5%25B1%25B1&datepicker=,&altitude=870m
高雄市 (KaohsiungCity),小關山 (Xiaoguanshan),120.8136,23.1542,1781m,1992/01/22~,高雄市桃源區老濃溪事業區99林班地,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1V220&stname=%25E5%25B0%258F%25E9%2597%259C%25E5%25B1%25B1&datepicker=,&altitude=1781m
高雄市 (KaohsiungCity),高中 (Gaozhong),120.7167,23.1349,731m,2013/04/18~,高雄市桃源區高中里,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1V231&stname=%25E9%25AB%2598%25E4%25B8%25AD&datepicker=,&altitude=731m
高雄市 (KaohsiungCity),大津 (Dajin),120.6459,22.8883,190m,1992/01/22~,高雄市六龜區大津里34號(龍興國小大津分校),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1V340&stname=%25E5%25A4%25A7%25E6%25B4%25A5&datepicker=,&altitude=190m
高雄市 (KaohsiungCity),尖山 (Jianshan),120.3677,22.8131,60m,1992/01/22~,高雄市燕巢區尖山里尖山巷11之1號(燕巢國小尖山分校),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1V390&stname=%25E5%25B0%2596%25E5%25B1%25B1&datepicker=,&altitude=60m
高雄市 (KaohsiungCity),吉東 (JiaDong),120.5454,22.8542,82m,2013/05/16~,高雄市美濃區吉東里吉頂路19號(吉東國小),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1V570&stname=%25E5%2590%2589%25E6%259D%25B1&datepicker=,&altitude=82m
高雄市 (KaohsiungCity),溪南(特生中心) (Xinan),120.7884,23.0849,1656m,2013/02/26~,高雄市桃源區石山林道7k(特有生物研究保育中心中海拔試驗站),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1V580&stname=%25E6%25BA%25AA%25E5%258D%2597(%25E7%2589%25B9%25E7%2594%259F%25E4%25B8%25AD%25E5%25BF%2583)&datepicker=,&altitude=1656m
高雄市 (KaohsiungCity),新發 (Xinfa),120.6460,23.0570,741m,2013/09/28~,高雄市六龜區旗山事業區61林班地,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1V590&stname=%25E6%2596%25B0%25E7%2599%25BC&datepicker=,&altitude=741m
高雄市 (KaohsiungCity),藤枝 (Tengzhi),120.7570,23.0719,1561m,2013/02/22~,高雄市桃源區藤枝森林遊樂區遊客中心,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1V600&stname=%25E8%2597%25A4%25E6%259E%259D&datepicker=,&altitude=1561m
高雄市 (KaohsiungCity),多納林道 (Duonalindao),120.7379,22.8880,1050m,2013/10/17~,高雄市茂林區多納林道9k(林試所六龜研究中心多納苗圃),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1V780&stname=%25E5%25A4%259A%25E7%25B4%258D%25E6%259E%2597%25E9%2581%2593&datepicker=,&altitude=1050m
高雄市 (KaohsiungCity),國三S383K (Freeway No. 3 S383K),120.4264,22.7819,114m,2021/01/26~,高雄市燕巢區國道3號南向383K,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1V830&stname=%25E5%259C%258B%25E4%25B8%2589S383K&datepicker=,&altitude=114m
高雄市 (KaohsiungCity),御油山 (Yuyoushan),120.7153,23.0019,1637m,1992/01/22~,高雄市桃源區農業委員會林業試驗所六龜分所鳳崗山苗圃觀測坪內,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1V300&stname=%25E5%25BE%25A1%25E6%25B2%25B9%25E5%25B1%25B1&datepicker=,&altitude=1637m
高雄市 (KaohsiungCity),吉東 (Jidong) (撤銷站),120.5571,22.8411,95m,1992/01/22~2013/05/16,高雄市美濃區獅山里21鄰獅山街37號(高美大橋堤防邊),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1V320&stname=%25E5%2590%2589%25E6%259D%25B1&datepicker=,&altitude=95m
高雄市 (KaohsiungCity),旗山 (Cishan) (撤銷站),120.4942,22.8776,63m,1992/01/22~2013/06/06,高雄市旗山區糖廠里忠孝街33號旗山糖廠(旗尾段2052號),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1V330&stname=%25E6%2597%2597%25E5%25B1%25B1&datepicker=,&altitude=63m
高雄市 (KaohsiungCity),竹子腳 (Jhuzihjiao) (撤銷站),120.3433,22.8129,51m,1992/01/22~2013/10/01,高雄市燕巢區西燕里工程路1號(阿公店水庫內),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1V400&stname=%25E7%25AB%25B9%25E5%25AD%2590%25E8%2585%25B3&datepicker=,&altitude=51m
高雄市 (KaohsiungCity),岡山 (Gangshan) (撤銷站),120.2976,22.7551,31m,1992/01/22~2013/10/02,高雄市橋頭區新莊里仕元路左邊一號白樹子農場(橋頭區白樹子段1035號),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1V410&stname=%25E5%25B2%25A1%25E5%25B1%25B1&datepicker=,&altitude=31m
高雄市 (KaohsiungCity),鳳雄 (Fongsyong) (撤銷站),120.3525,22.7507,55m,1992/01/22~2013/09/30,高雄市大社區保社里民權路126號鳳山厝農場(大社區保舍甲段1037號),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1V420&stname=%25E9%25B3%25B3%25E9%259B%2584&datepicker=,&altitude=55m
高雄市 (KaohsiungCity),左營 (Zuoying) (撤銷站),120.2952,22.6771,13m,1992/01/22~2013/09/03,高雄市左營區曾子路281號(左營國中內),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1V430&stname=%25E5%25B7%25A6%25E7%2587%259F&datepicker=,&altitude=13m
高雄市 (KaohsiungCity),鳳山 (Fongshan) (撤銷站),120.3561,22.6466,27m,1992/01/22~2013/09/03,高雄市鳳山區文山路園藝巷4號(鳳山熱帶園藝試驗分所),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1V440&stname=%25E9%25B3%25B3%25E5%25B1%25B1&datepicker=,&altitude=27m
高雄市 (KaohsiungCity),鳳森 (Fongsen) (撤銷站),120.3844,22.5379,61m,1992/01/22~2012/07/31,高雄市小港區水庫段56地號(鳳山水庫警衛室旁),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1V450&stname=%25E9%25B3%25B3%25E6%25A3%25AE&datepicker=,&altitude=61m
高雄市 (KaohsiungCity),鳳森 (Fongsen) (撤銷站),120.3925,22.5451,51m,2012/07/31~2013/09/13,高雄市小港區水庫段96-1地號(鳳山給水廠內),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1V451&stname=%25E9%25B3%25B3%25E6%25A3%25AE&datepicker=,&altitude=51m
高雄市 (KaohsiungCity),楠溪 (Nanxi) (撤銷站),120.8926,23.4364,1857m,1993/03/01~2017/02/02,高雄市桃源區(楠溪林道17k處愛玉工寮，車程約1小時),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1V460&stname=%25E6%25A5%25A0%25E6%25BA%25AA&datepicker=,&altitude=1857m
高雄市 (KaohsiungCity),阿蓮 (Alian) (撤銷站),120.3276,22.8831,34m,2011/12/06~2013/07/31,高雄市阿蓮區民生路94號(阿蓮區公所),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1V530&stname=%25E9%2598%25BF%25E8%2593%25AE&datepicker=,&altitude=34m
高雄市 (KaohsiungCity),溪埔 (Sipu) (撤銷站),120.4467,22.7385,36m,1992/01/22~2013/08/10,高雄市大樹區溪埔里之台21線285k-286k間,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1V350&stname=%25E6%25BA%25AA%25E5%259F%2594&datepicker=,&altitude=36m
高雄市 (KaohsiungCity),木柵 (Mujha) (撤銷站),120.4667,22.9754,94m,1992/01/22~2013/09/16,高雄市內門區木柵里木柵3號(木柵國民小學),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1V360&stname=%25E6%259C%25A8%25E6%259F%25B5&datepicker=,&altitude=94m
高雄市 (KaohsiungCity),路竹 (Lujhu) (撤銷站),120.2922,22.8790,16m,1992/01/21~2011/12/06,高雄市路竹區環球路72號新園農場,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1V380&stname=%25E8%25B7%25AF%25E7%25AB%25B9&datepicker=,&altitude=16m
高雄市 (KaohsiungCity),新發 (Sinfa) (撤銷站),120.6600,23.0521,470m,1992/01/21~2013/09/27,高雄市六龜區荖濃里2鄰水冬瓜44號旁,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1V240&stname=%25E6%2596%25B0%25E7%2599%25BC&datepicker=,&altitude=470m
高雄市 (KaohsiungCity),月眉 (Yuemei) (撤銷站),120.5397,22.9713,112m,1992/01/21~2013/07/31,高雄市杉林區月眉里山仙路1號月眉農場(杉林區月眉段2181號),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1V260&stname=%25E6%259C%2588%25E7%259C%2589&datepicker=,&altitude=112m
高雄市 (KaohsiungCity),溪南 (Sinan) (撤銷站),120.8064,23.0759,1792m,1992/01/21~2013/10/23,高雄市桃源區荖濃溪事業區54林班地(籐枝山遊樂區右邊往林道車程約45分鐘),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1V270&stname=%25E6%25BA%25AA%25E5%258D%2597&datepicker=,&altitude=1792m
高雄市 (KaohsiungCity),新集 (Sinji) (撤銷站),120.7939,23.0351,1166m,1992/01/21~2013/07/31,高雄市桃源區荖濃溪事業區34林班地(藤枝山遊樂區往下500公尺車程約2小時),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1V290&stname=%25E6%2596%25B0%25E9%259B%2586&datepicker=,&altitude=1166m
高雄市 (KaohsiungCity),高中 (Gaozhong) (撤銷站),120.7167,23.1349,731m,1992/01/21~2013/03/11,高雄市桃源區高中里,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1V230&stname=%25E9%25AB%2598%25E4%25B8%25AD&datepicker=,&altitude=731m
高雄市 (KaohsiungCity),復興 (Fuxing) (撤銷站),120.8058,23.2224,700m,1992/01/21~2013/03/08,高雄市桃源區復興里復興巷1鄰15號,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1V210&stname=%25E5%25BE%25A9%25E8%2588%2588&datepicker=,&altitude=700m
高雄市 (KaohsiungCity),大寮 (Daliao) (撤銷站),120.4319,22.6100,24m,1992/01/22~2013/06/13,高雄市大寮區琉球里農場路12-1號(大寮農場),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1V180&stname=%25E5%25A4%25A7%25E5%25AF%25AE&datepicker=,&altitude=24m
高雄市 (KaohsiungCity),三爺 (Sanye) (撤銷站),120.2799,22.8370,35m,1992/01/22~2013/10/01,高雄市路竹區82108三爺里民權路7號(三埤國民小學),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1P9A0&stname=%25E4%25B8%2589%25E7%2588%25BA&datepicker=,&altitude=35m
高雄市 (KaohsiungCity),旗津 (Cijin) (撤銷站),120.2859,22.5886,6m,2009/10/20~2022/6/25,高雄市旗津區中洲二路207號(旗津國中校園內),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0V500&stname=%25E6%2597%2597%25E6%25B4%25A5&datepicker=,&altitude=6m
高雄市 (KaohsiungCity),楠梓 (Nanzi) (撤銷站),120.2860,22.7197,20m,2013/09/30~2022/11/22,高雄市楠梓區德民路1010號(國昌國民中學),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0V670&stname=%25E6%25A5%25A0%25E6%25A2%2593&datepicker=,&altitude=20m
高雄市 (KaohsiungCity),左營 (Zuoying) (撤銷站),120.2937,22.6779,26m,2013/12/01~2015/09/08,高雄市左營區曾子路281號（左營國中舊校區內）,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0V430&stname=%25E5%25B7%25A6%25E7%2587%259F&datepicker=,&altitude=26m
基隆市 (KeelungCity),基隆 (KEELUNG),121.7404,25.1333,26.7m,1946/01/01~,基隆市仁愛區港西街6號6樓(海港大樓6樓),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=466940&stname=%25E5%259F%25BA%25E9%259A%2586&datepicker=,&altitude=26.7m
基隆市 (KeelungCity),彭佳嶼 (PENGJIAYU),122.0797,25.6279,101.7m,1910/01/01~,基隆市中正區彭佳嶼,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=466950&stname=%25E5%25BD%25AD%25E4%25BD%25B3%25E5%25B6%25BC&datepicker=,&altitude=101.7m
基隆市 (KeelungCity),七堵 (Qidu),121.7171,25.0948,38m,2018/06/23~,基隆市七堵區東新街22號(基隆商工樓頂),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0B010&stname=%25E4%25B8%2583%25E5%25A0%25B5&datepicker=,&altitude=38m
基隆市 (KeelungCity),基隆嶼 (Keelung Islet),121.7839,25.1914,86m,2018/10/26~,基隆市中正區基隆嶼,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0B020&stname=%25E5%259F%25BA%25E9%259A%2586%25E5%25B6%25BC&datepicker=,&altitude=86m
基隆市 (KeelungCity),大武崙 (DAWULUN),121.7069,25.1666,15m,2022/3/9~,基隆市安樂區武聖街144弄50號(大武崙安檢所樓頂),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0B040&stname=%25E5%25A4%25A7%25E6%25AD%25A6%25E5%25B4%2599&datepicker=,&altitude=15m
基隆市 (KeelungCity),八斗子 (BADOUZI),121.7916,25.1447,5m,2022/3/9~,基隆市中正區漁港1街9號(八斗子安檢所樓頂),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0B050&stname=%25E5%2585%25AB%25E6%2596%2597%25E5%25AD%2590&datepicker=,&altitude=5m
桃園市 (TaoyuanCity),新屋 (XINWU),121.0474,25.0067,20.6m,2013/07/01~,桃園市新屋區東興路二段946號,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=467050&stname=%25E6%2596%25B0%25E5%25B1%258B&datepicker=,&altitude=20.6m
桃園市 (TaoyuanCity),復興 (Fuxing),121.3522,24.8202,482m,2007/10/01~,桃園市復興區澤仁里中正路248號(介壽國民中學校園內),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0C460&stname=%25E5%25BE%25A9%25E8%2588%2588&datepicker=,&altitude=482m
